Y_0,Y_1
2.134800000000000253e+01,3.211500000000000021e+00
1.807700000000000173e+01,2.471600000000000019e+00
1.568400000000000105e+01,1.757200000000000095e+00
1.280499999999999972e+01,1.428900000000000059e+00
1.022700000000000031e+01,1.127299999999999969e+00
7.585899999999998755e+00,1.004100000000000215e+00
6.405899999999999039e+00,5.986000000000002430e-01
5.401199999999999335e+00,4.827399999999997249e-01
5.219100000000000961e+00,4.054999999999999716e-01
5.147999999999999687e+00,9.607100000000023954e-02
5.888400000000000745e+00,2.703299999999999592e-01
5.330200000000001381e+00,3.668800000000000949e-01
5.631499999999999062e+00,6.694599999999999440e-01
5.704599999999999227e+00,1.139299999999999979e+00
6.741399999999998727e+00,1.160700000000000287e+00
8.410799999999998278e+00,1.274399999999999977e+00
1.043799999999999883e+01,1.351700000000000124e+00
1.179499999999999993e+01,1.760699999999999932e+00
1.353299999999999770e+01,1.988900000000000112e+00
1.508300000000000018e+01,2.416500000000000092e+00
1.614300000000000068e+01,2.761299999999999866e+00
1.815299999999999869e+01,2.857800000000000118e+00
1.959700000000000131e+01,3.260200000000000209e+00
2.136199999999999832e+01,3.282599999999999962e+00
2.171999999999999886e+01,3.323300000000000143e+00
2.081599999999999895e+01,3.186100000000000154e+00
2.208999999999999986e+01,3.514400000000000190e+00
2.330400000000000205e+01,3.919900000000000162e+00
2.706699999999999662e+01,4.325400000000000134e+00
3.226800000000000068e+01,4.825300000000000367e+00
3.792999999999999972e+01,5.445299999999999585e+00
4.356399999999999295e+01,6.372200000000000308e+00
4.988300000000000267e+01,7.434199999999999697e+00
5.461899999999999977e+01,8.399699999999999278e+00
5.958500000000000796e+01,9.478999999999999204e+00
6.481399999999999295e+01,9.847899999999999210e+00
6.620699999999999363e+01,9.886499999999999844e+00
6.724200000000000443e+01,9.654799999999998050e+00
6.566400000000000148e+01,9.423099999999999810e+00
6.446500000000000341e+01,9.776099999999999568e+00
6.190100000000001046e+01,9.519700000000000273e+00
5.783499999999999375e+01,9.886499999999999844e+00
5.163300000000000267e+01,9.732100000000000861e+00
4.588300000000000267e+01,9.654799999999998050e+00
4.171999999999999886e+01,9.150900000000000034e+00
3.886099999999999710e+01,8.399699999999999278e+00
3.513800000000000523e+01,7.067299999999999471e+00
3.224699999999999989e+01,5.406699999999999839e+00
2.991900000000000048e+01,4.730900000000000105e+00
2.569900000000000162e+01,3.556299999999999795e+00
2.261300000000000310e+01,2.791000000000000369e+00
1.922100000000000009e+01,2.201299999999999812e+00
1.680999999999999872e+01,1.467500000000000249e+00
1.250199999999999889e+01,1.390299999999999869e+00
9.766400000000000858e+00,8.879999999999994564e-01
7.161100000000001131e+00,7.723899999999996879e-01
6.250800000000001688e+00,3.861900000000004773e-01
4.551600000000000534e+00,1.544800000000003948e-01
4.308800000000001518e+00,3.089499999999998359e-01
3.667400000000000659e+00,3.777999999999970271e-02
3.155699999999999505e+00,4.054999999999999716e-01
3.701899999999998414e+00,4.054999999999999716e-01
3.693200000000000927e+00,7.952200000000000379e-01
4.703199999999998937e+00,1.042699999999999960e+00
5.986100000000000421e+00,9.534600000000001963e-01
7.282499999999998863e+00,1.119999999999999662e+00
9.649300000000000210e+00,1.255100000000000104e+00
1.080300000000000082e+01,1.610899999999999999e+00
1.281200000000000117e+01,1.853699999999999903e+00
1.396499999999999986e+01,2.308199999999999807e+00
1.590000000000000036e+01,2.761299999999999866e+00
1.740800000000000125e+01,2.915799999999999947e+00
1.914600000000000080e+01,3.293999999999999595e+00
2.045200000000000173e+01,3.340599999999999792e+00
1.908299999999999841e+01,3.279700000000000060e+00
1.774699999999999989e+01,3.195699999999999985e+00
1.837500000000000000e+01,3.469599999999999795e+00
2.020899999999999963e+01,3.823300000000000143e+00
2.354699999999999704e+01,4.209500000000000242e+00
3.001300000000000168e+01,4.841599999999999682e+00
3.629400000000000404e+01,5.449699999999999989e+00
4.411999999999999744e+01,6.546000000000000263e+00
5.043100000000000449e+01,7.569399999999999906e+00
5.540800000000000125e+01,8.747299999999999187e+00
6.396100000000001273e+01,9.849999999999999645e+00
6.517799999999999727e+01,1.050400000000000134e+01
7.033700000000000330e+01,1.044700000000000095e+01
6.942699999999999250e+01,9.751400000000000290e+00
6.821300000000000807e+01,9.809300000000000352e+00
6.538400000000000034e+01,9.342100000000000293e+00
6.050500000000000966e+01,9.480999999999999872e+00
5.516499999999999915e+01,9.751400000000000290e+00
4.924300000000000210e+01,9.693400000000000460e+00
4.284499999999999886e+01,9.963800000000000878e+00
3.944300000000000495e+01,9.113500000000000156e+00
3.653399999999999892e+01,8.167999999999999261e+00
3.398499999999999943e+01,5.928099999999999703e+00
2.998000000000000043e+01,4.846700000000000230e+00
2.888699999999999690e+01,4.421899999999999942e+00
2.623400000000000176e+01,3.090700000000000003e+00
2.306099999999999994e+01,2.741999999999999993e+00
1.922899999999999920e+01,1.903900000000000148e+00
1.556099999999999994e+01,1.660600000000000076e+00
1.256200000000000117e+01,1.255100000000000104e+00
1.006099999999999994e+01,9.948600000000005217e-01
7.039699999999999847e+00,9.268600000000000172e-01
5.264399999999998414e+00,2.741199999999999193e-01
3.757699999999999818e+00,3.570500000000000895e-01
2.548899999999999721e+00,2.510200000000000209e-01
2.283000000000001251e+00,6.841999999999970328e-02
2.306100000000000705e+00,4.441199999999994041e-01
2.741900000000001114e+00,5.935800000000002186e-01
3.050300000000000011e+00,7.723899999999996879e-01
4.794299999999999784e+00,6.951499999999999346e-01
6.179300000000001347e+00,8.831100000000002836e-01
7.403900000000000148e+00,1.081299999999999706e+00
8.571000000000001506e+00,1.314999999999999947e+00
9.938300000000001688e+00,1.969599999999999795e+00
1.166499999999999737e+01,2.239900000000000002e+00
1.358399999999999963e+01,2.690700000000000092e+00
1.529299999999999926e+01,2.683999999999999719e+00
1.758299999999999841e+01,2.785200000000000120e+00
1.901900000000000190e+01,3.244099999999999984e+00
1.596099999999999852e+01,2.741999999999999993e+00
1.451099999999999923e+01,2.998400000000000176e+00
1.469800000000000040e+01,3.123099999999999987e+00
1.659400000000000119e+01,3.484199999999999964e+00
2.045200000000000173e+01,4.093600000000000350e+00
2.579199999999999804e+01,4.615000000000000213e+00
3.225399999999999778e+01,5.584600000000000009e+00
3.913199999999999790e+01,6.275599999999999845e+00
4.490899999999999892e+01,7.492099999999999760e+00
5.219100000000000250e+01,8.380399999999999849e+00
5.941300000000000381e+01,9.442399999999999238e+00
6.553799999999999670e+01,1.037199999999999989e+01
6.930500000000000682e+01,1.091000000000000014e+01
6.724200000000000443e+01,1.048499999999999943e+01
6.548199999999999932e+01,9.461700000000000443e+00
6.159799999999999898e+01,9.075499999999999901e+00
5.692499999999999716e+01,9.172100000000000364e+00
5.213100000000000023e+01,9.210699999999999221e+00
4.729899999999999949e+01,9.326599999999999113e+00
4.381600000000000250e+01,8.998300000000000409e+00
4.005400000000000205e+01,8.515599999999999170e+00
3.744400000000000261e+01,7.839699999999999669e+00
3.489500000000000313e+01,6.893500000000000405e+00
3.177400000000000091e+01,5.673799999999999955e+00
2.919099999999999895e+01,4.750200000000000422e+00
2.621699999999999875e+01,3.746100000000000207e+00
2.476000000000000156e+01,2.954400000000000137e+00
2.152899999999999991e+01,2.592000000000000526e+00
1.785500000000000043e+01,2.145300000000000207e+00
1.474200000000000088e+01,1.737899999999999778e+00
1.304800000000000004e+01,1.255100000000000104e+00
1.104499999999999815e+01,1.023400000000000087e+00
8.415900000000000603e+00,8.689299999999997581e-01
6.372899999999997789e+00,7.307700000000001417e-01
4.647800000000000153e+00,6.371500000000001052e-01
4.612199999999997857e+00,2.510200000000000209e-01
3.155699999999999505e+00,4.634299999999997866e-01
3.782900000000001484e+00,5.986000000000002430e-01
3.279199999999999449e+00,8.238199999999999967e-01
4.369499999999998607e+00,7.917000000000000703e-01
5.219100000000000961e+00,1.023400000000000087e+00
6.554199999999998028e+00,1.100600000000000023e+00
8.071400000000000574e+00,1.313099999999999934e+00
9.442699999999998539e+00,1.750300000000000189e+00
1.092400000000000304e+01,2.317200000000000149e+00
1.244100000000000072e+01,2.452300000000000146e+00
1.407900000000000063e+01,2.587499999999999467e+00
1.598099999999999987e+01,2.722700000000000120e+00
1.762500000000000000e+01,3.019800000000000040e+00
1.796300000000000097e+01,3.166799999999999837e+00
1.474699999999999989e+01,2.935099999999999820e+00
1.400300000000000011e+01,3.186100000000000154e+00
1.525900000000000034e+01,3.340599999999999792e+00
1.838500000000000156e+01,3.868399999999999839e+00
2.275800000000000267e+01,4.460499999999999687e+00
2.779500000000000171e+01,5.174999999999999822e+00
3.428800000000000381e+01,6.140500000000000291e+00
4.157100000000000506e+01,6.932199999999999918e+00
4.800399999999999778e+01,7.897600000000000620e+00
5.461899999999999977e+01,8.901699999999999946e+00
5.965600000000000591e+01,9.847899999999999210e+00
6.262900000000000489e+01,1.023399999999999999e+01
6.529999999999999716e+01,1.029199999999999982e+01
6.438899999999999579e+01,1.019500000000000028e+01
6.323600000000000421e+01,9.925200000000000244e+00
5.904899999999999949e+01,9.480999999999999872e+00
5.431499999999999773e+01,9.365199999999999747e+00
4.909600000000000364e+01,9.287900000000000489e+00
4.381600000000000250e+01,8.824500000000000455e+00
3.914999999999999858e+01,8.090700000000000003e+00
3.465299999999999869e+01,7.279700000000000060e+00
3.271099999999999852e+01,6.507299999999999862e+00
2.912999999999999901e+01,5.619100000000000428e+00
2.836199999999999832e+01,4.819499999999999673e+00
2.755199999999999960e+01,4.441200000000000259e+00
2.506400000000000006e+01,3.688099999999999934e+00
2.239400000000000190e+01,3.108900000000000219e+00
1.946599999999999753e+01,2.627099999999999991e+00
1.638799999999999812e+01,2.154599999999999849e+00
1.350200000000000067e+01,1.703599999999999781e+00
1.207199999999999918e+01,1.158599999999999852e+00
8.921099999999999142e+00,9.461699999999999555e-01
7.473600000000001131e+00,7.917000000000000703e-01
5.263899999999999579e+00,6.735699999999997800e-01
4.469100000000000961e+00,5.406699999999999839e-01
4.066099999999998715e+00,3.475700000000001566e-01
4.040700000000001069e+00,5.156500000000003858e-01
4.401099999999999568e+00,5.848899999999996879e-01
4.765799999999998704e+00,6.787900000000002265e-01
5.765299999999999869e+00,1.100600000000000023e+00
6.469100000000000961e+00,1.081299999999999706e+00
8.035599999999998744e+00,1.326299999999999812e+00
9.522000000000002018e+00,1.641300000000000203e+00
1.040099999999999980e+01,2.263399999999999856e+00
1.212200000000000166e+01,2.278500000000000192e+00
1.395800000000000018e+01,2.394400000000000084e+00
1.591599999999999859e+01,2.625199999999999978e+00
1.729599999999999937e+01,2.741999999999999993e+00
1.957499999999999929e+01,3.242799999999999905e+00
2.091600000000000037e+01,3.514800000000000146e+00
1.854700000000000060e+01,3.398499999999999854e+00
1.887400000000000233e+01,3.495000000000000107e+00
2.022200000000000131e+01,3.858499999999999819e+00
2.290199999999999747e+01,4.222100000000000186e+00
2.694500000000000028e+01,4.788800000000000168e+00
3.222500000000000142e+01,5.715700000000000003e+00
3.865800000000000125e+01,6.487999999999999545e+00
4.551600000000000534e+01,7.414900000000000269e+00
5.146300000000000097e+01,8.303100000000000591e+00
5.680300000000000438e+01,9.307199999999999918e+00
6.099100000000001387e+01,1.034999999999999964e+01
6.432899999999999352e+01,1.056200000000000117e+01
6.335800000000000409e+01,1.067799999999999727e+01
6.262900000000000489e+01,1.019500000000000028e+01
5.935199999999999676e+01,9.944499999999999673e+00
5.490699999999999648e+01,9.210699999999999221e+00
5.000600000000000023e+01,9.017599999999999838e+00
4.460499999999999687e+01,8.689299999999999358e+00
4.090299999999999869e+01,8.167999999999999261e+00
3.580599999999999739e+01,7.318399999999999572e+00
3.228600000000000136e+01,6.333599999999999675e+00
2.925099999999999767e+01,5.619100000000000428e+00
2.809800000000000253e+01,4.827399999999999913e+00
2.750900000000000034e+01,4.518500000000000405e+00
2.694500000000000028e+01,4.286699999999999733e+00
2.378900000000000148e+01,3.630199999999999871e+00
2.081599999999999895e+01,3.186100000000000154e+00
1.817699999999999960e+01,2.566699999999999982e+00
1.504199999999999982e+01,2.097300000000000164e+00
1.265400000000000169e+01,1.351799999999999891e+00
9.835800000000002541e+00,1.042699999999999960e+00
7.525200000000001666e+00,8.496199999999998198e-01
6.493600000000000705e+00,5.599799999999999223e-01
5.142700000000001381e+00,5.908100000000002794e-01
4.829100000000000392e+00,2.896399999999994535e-01
4.794299999999999784e+00,3.475700000000001566e-01
4.409700000000000841e+00,4.477099999999998303e-01
4.794299999999999784e+00,7.337699999999998113e-01
5.830400000000000915e+00,1.027800000000000047e+00
6.797000000000000597e+00,1.158599999999999852e+00
7.707300000000000040e+00,1.370999999999999996e+00
9.336400000000001143e+00,1.455700000000000660e+00
1.068100000000000094e+01,1.776499999999999968e+00
1.220700000000000074e+01,2.153000000000000025e+00
1.450400000000000134e+01,2.259199999999999875e+00
1.608200000000000074e+01,2.568200000000000038e+00
1.792999999999999972e+01,2.697700000000000209e+00
1.952799999999999869e+01,3.031600000000000072e+00
2.094500000000000028e+01,3.428199999999999914e+00
2.221199999999999974e+01,3.630199999999999871e+00
2.142300000000000182e+01,3.495000000000000107e+00
2.154400000000000048e+01,3.437100000000000044e+00
2.334099999999999753e+01,3.793800000000000061e+00
2.655699999999999861e+01,4.168000000000000149e+00
2.998000000000000043e+01,4.981900000000000439e+00
3.669500000000000028e+01,5.889400000000000190e+00
4.320899999999999608e+01,6.661800000000000388e+00
4.903499999999999659e+01,7.723900000000000432e+00
5.519699999999998852e+01,8.626799999999999358e+00
5.995900000000000318e+01,1.017600000000000016e+01
6.304600000000000648e+01,1.044700000000000095e+01
6.390399999999999636e+01,1.102599999999999980e+01
6.208600000000001273e+01,1.092900000000000027e+01
5.967700000000000671e+01,1.025900000000000034e+01
5.534600000000000364e+01,9.789999999999999147e+00
5.291899999999999693e+01,8.959699999999999775e+00
4.697200000000000131e+01,8.534900000000000375e+00
4.272399999999999665e+01,7.878300000000000303e+00
3.808599999999999852e+01,7.107099999999999973e+00
3.349900000000000233e+01,6.294900000000000162e+00
3.036599999999999966e+01,5.271499999999999631e+00
2.815900000000000247e+01,4.827399999999999913e+00
2.785599999999999810e+01,4.421899999999999942e+00
2.840199999999999747e+01,4.518500000000000405e+00
2.791600000000000037e+01,4.479800000000000004e+00
2.424900000000000233e+01,3.784699999999999953e+00
2.087599999999999767e+01,3.340599999999999792e+00
1.778099999999999881e+01,2.626100000000000101e+00
1.448299999999999876e+01,2.153099999999999792e+00
1.201599999999999824e+01,1.544799999999999951e+00
9.406600000000000961e+00,8.882399999999992524e-01
7.333500000000000796e+00,8.882399999999992524e-01
6.008099999999998886e+00,4.441199999999994041e-01
5.318200000000000927e+00,5.163799999999998391e-01
6.008099999999998886e+00,2.896399999999994535e-01
4.940300000000000580e+00,3.861900000000004773e-01
5.253299999999999415e+00,7.251599999999998047e-01
6.068699999999999761e+00,9.847900000000002763e-01
6.917699999999999960e+00,1.247100000000000097e+00
8.374900000000000233e+00,1.274399999999999977e+00
9.952700000000000102e+00,1.602700000000000014e+00
1.100300000000000011e+01,1.726300000000000168e+00
1.286599999999999966e+01,2.027499999999999858e+00
1.418299999999999983e+01,2.403900000000000148e+00
1.590000000000000036e+01,2.375100000000000655e+00
1.788400000000000034e+01,2.761299999999999866e+00
1.977799999999999869e+01,2.972599999999999909e+00
2.120899999999999963e+01,3.514400000000000190e+00
2.016600000000000037e+01,3.233900000000000219e+00
1.899500000000000099e+01,2.993000000000000327e+00
1.978400000000000247e+01,3.321299999999999919e+00
2.227199999999999847e+01,3.417800000000000171e+00
2.718800000000000239e+01,4.209500000000000242e+00
3.183599999999999852e+01,4.746500000000000163e+00
3.732300000000000040e+01,5.619100000000000428e+00
4.339199999999999591e+01,6.507299999999999862e+00
4.927700000000000102e+01,7.472800000000000331e+00
5.510899999999999466e+01,8.573499999999999233e+00
5.952700000000000102e+01,9.557600000000000762e+00
6.293300000000000693e+01,1.071700000000000053e+01
6.275100000000000477e+01,1.079400000000000048e+01
6.093000000000000682e+01,1.092900000000000027e+01
5.910999999999999943e+01,1.046599999999999930e+01
5.560699999999999932e+01,9.849999999999999645e+00
5.146300000000000097e+01,8.978999999999999204e+00
4.835399999999999920e+01,8.336499999999999133e+00
4.579699999999999704e+01,7.569399999999999906e+00
4.126699999999999591e+01,6.932199999999999918e+00
3.700600000000000023e+01,6.253300000000000303e+00
3.292199999999999704e+01,5.677000000000000490e+00
3.070800000000000196e+01,5.039799999999999613e+00
2.852300000000000324e+01,4.576399999999999579e+00
2.789600000000000080e+01,4.157799999999999940e+00
2.702599999999999980e+01,3.899399999999999977e+00
2.428099999999999881e+01,3.688800000000000079e+00
2.178699999999999903e+01,3.321299999999999919e+00
1.972299999999999898e+01,2.993000000000000327e+00
1.571799999999999997e+01,2.394400000000000084e+00
1.389900000000000091e+01,2.059000000000000163e+00
1.256200000000000117e+01,1.544799999999999951e+00
1.019500000000000028e+01,9.461699999999999555e-01
8.739000000000000767e+00,8.303200000000003911e-01
7.306400000000000006e+00,7.723899999999996879e-01
7.053999999999998494e+00,7.399399999999998201e-01
7.221799999999998221e+00,4.827399999999997249e-01
6.311499999999998778e+00,7.530799999999997496e-01
7.091000000000001080e+00,9.937200000000006028e-01
7.161100000000001131e+00,1.293700000000000294e+00
9.177600000000001756e+00,1.498000000000000220e+00
1.007400000000000162e+01,1.544799999999999951e+00
1.110599999999999810e+01,1.776499999999999968e+00
1.232400000000000162e+01,2.111499999999999932e+00
1.383699999999999974e+01,2.413699999999999957e+00
1.542999999999999972e+01,2.590700000000000003e+00
1.778099999999999881e+01,2.761299999999999866e+00
1.899500000000000099e+01,3.070199999999999818e+00
2.029500000000000171e+01,3.289899999999999824e+00
2.166499999999999915e+01,3.533700000000000063e+00
2.189199999999999946e+01,3.447099999999999831e+00
1.996599999999999753e+01,3.070199999999999818e+00
2.045200000000000173e+01,3.128200000000000092e+00
2.208999999999999986e+01,3.456399999999999917e+00
2.676300000000000168e+01,4.132299999999999862e+00
3.263599999999999568e+01,4.795399999999999885e+00
3.780799999999999983e+01,5.715700000000000003e+00
4.357399999999999807e+01,6.681099999999999817e+00
4.933899999999999864e+01,7.801099999999999923e+00
5.493800000000000239e+01,8.573499999999999233e+00
5.954100000000001103e+01,9.682400000000001228e+00
6.165800000000000125e+01,1.060099999999999909e+01
6.305400000000000205e+01,1.119999999999999929e+01
6.165800000000000125e+01,1.127700000000000102e+01
5.941300000000000381e+01,1.081299999999999883e+01
5.582099999999999795e+01,9.815799999999999415e+00
5.185600000000000165e+01,9.017599999999999838e+00
4.672899999999999920e+01,8.129400000000000404e+00
4.424100000000000676e+01,7.260399999999999743e+00
3.829400000000000404e+01,6.507299999999999862e+00
3.365200000000000102e+01,5.459100000000000286e+00
3.016199999999999903e+01,4.885299999999999976e+00
2.749099999999999966e+01,4.325400000000000134e+00
2.676300000000000168e+01,4.113000000000000433e+00
2.858399999999999963e+01,4.074300000000000033e+00
2.672699999999999676e+01,3.602899999999999991e+00
2.366800000000000281e+01,3.456399999999999917e+00
2.069400000000000261e+01,3.166799999999999837e+00
1.753900000000000148e+01,2.780600000000000183e+00
1.517200000000000060e+01,2.239900000000000002e+00
1.290799999999999770e+01,1.764499999999999957e+00
1.060500000000000043e+01,1.370999999999999996e+00
9.071799999999999642e+00,8.662999999999998479e-01
7.147200000000001552e+00,7.723899999999996879e-01
6.480000000000000426e+00,6.714299999999999713e-01
6.321999999999999176e+00,6.516500000000000625e-01
6.857700000000001239e+00,5.020500000000001073e-01
6.694800000000000750e+00,6.972499999999999254e-01
7.068500000000000227e+00,1.004100000000000215e+00
7.382200000000000983e+00,1.428900000000000059e+00
9.123699999999999477e+00,1.581299999999999706e+00
1.053800000000000026e+01,1.583400000000000141e+00
1.202099999999999724e+01,1.804599999999999760e+00
1.287599999999999945e+01,2.140600000000000058e+00
1.470299999999999940e+01,2.471600000000000019e+00
1.633699999999999974e+01,2.629900000000000126e+00
1.826699999999999946e+01,2.935099999999999820e+00
1.977599999999999980e+01,3.221499999999999808e+00
2.130099999999999838e+01,3.475699999999999790e+00
2.250800000000000267e+01,3.688099999999999934e+00
2.260500000000000043e+01,3.672600000000000087e+00
2.154400000000000048e+01,3.359900000000000109e+00
2.229599999999999937e+01,3.456500000000000128e+00
2.502100000000000080e+01,3.781000000000000139e+00
2.809800000000000253e+01,4.325400000000000134e+00
3.430599999999999739e+01,5.210399999999999920e+00
3.799000000000000199e+01,5.908800000000000274e+00
4.575800000000000267e+01,6.912899999999999601e+00
5.091700000000000159e+01,7.878300000000000303e+00
5.540800000000000125e+01,8.863099999999999312e+00
5.895899999999999608e+01,9.891700000000000159e+00
6.169500000000000739e+01,1.061999999999999744e+01
6.159799999999999898e+01,1.114200000000000124e+01
6.118300000000000693e+01,1.079400000000000048e+01
5.874500000000000455e+01,1.038900000000000112e+01
5.484300000000000352e+01,9.338499999999999801e+00
5.085600000000000165e+01,8.592800000000000438e+00
4.581899999999999551e+01,7.917000000000000703e+00
4.213800000000000523e+01,7.009400000000000297e+00
3.817199999999999704e+01,6.275599999999999845e+00
3.328900000000000148e+01,5.296899999999999942e+00
2.931199999999999761e+01,4.962600000000000122e+00
2.718800000000000239e+01,4.479800000000000004e+00
2.651999999999999957e+01,4.054999999999999716e+00
2.815900000000000247e+01,4.209500000000000242e+00
2.671800000000000352e+01,3.576000000000000068e+00
2.336499999999999844e+01,3.456399999999999917e+00
2.067699999999999960e+01,3.061500000000000110e+00
1.737999999999999901e+01,2.661900000000000155e+00
1.486800000000000033e+01,2.394400000000000084e+00
1.235200000000000031e+01,1.727300000000000058e+00
9.872199999999999420e+00,1.525500000000000078e+00
8.179100000000001813e+00,7.295399999999996332e-01
7.161100000000001131e+00,6.951499999999999346e-01
6.554199999999998028e+00,5.213599999999996015e-01
6.878099999999999881e+00,4.055400000000002336e-01
7.058299999999999130e+00,4.827399999999997249e-01
7.153299999999997993e+00,7.078800000000002868e-01
7.161100000000001131e+00,1.158599999999999852e+00
7.707300000000000040e+00,1.564099999999999824e+00
9.041199999999999903e+00,1.614900000000000002e+00
1.067999999999999972e+01,1.525500000000000078e+00
1.251699999999999946e+01,1.715100000000000069e+00
1.371499999999999986e+01,2.162700000000000067e+00
1.486800000000000033e+01,2.433000000000000274e+00
1.635800000000000054e+01,2.766799999999999926e+00
1.820599999999999952e+01,3.012300000000000200e+00
2.056300000000000239e+01,3.208999999999999631e+00
2.136199999999999832e+01,3.572299999999999809e+00
2.312199999999999989e+01,3.726799999999999891e+00
2.287900000000000134e+01,3.784699999999999953e+00
2.227199999999999847e+01,3.514400000000000190e+00
2.327499999999999858e+01,3.692600000000000104e+00
2.618099999999999739e+01,4.035700000000000287e+00
3.046499999999999986e+01,4.537799999999999834e+00
3.556300000000000239e+01,5.387400000000000411e+00
4.152399999999999380e+01,6.227500000000000036e+00
4.715399999999999636e+01,7.298999999999999488e+00
5.255499999999999972e+01,8.380399999999999849e+00
5.728899999999998727e+01,9.287900000000000489e+00
6.117300000000000182e+01,1.017600000000000016e+01
6.359199999999999875e+01,1.072100000000000009e+01
6.360000000000000853e+01,1.081299999999999883e+01
6.335800000000000409e+01,1.019500000000000028e+01
6.005300000000001148e+01,9.480999999999999872e+00
5.589300000000000068e+01,8.978999999999999204e+00
5.012800000000000011e+01,8.515599999999999170e+00
4.436299999999999955e+01,7.897600000000000620e+00
3.962899999999999778e+01,7.202499999999999680e+00
3.539699999999999847e+01,6.372200000000000308e+00
3.198199999999999932e+01,5.522599999999999731e+00
2.979800000000000182e+01,4.904600000000000293e+00
2.769800000000000040e+01,4.476499999999999702e+00
2.665800000000000125e+01,4.093600000000000350e+00
2.482199999999999918e+01,3.707500000000000018e+00
2.239400000000000190e+01,3.282599999999999962e+00
2.043799999999999883e+01,2.861400000000000166e+00
1.784400000000000119e+01,2.468700000000000117e+00
1.583900000000000041e+01,2.124099999999999877e+00
1.259400000000000297e+01,1.621999999999999886e+00
1.025599999999999667e+01,1.216500000000000359e+00
8.617599999999999483e+00,1.042699999999999960e+00
7.779799999999998050e+00,6.934100000000000819e-01
7.282499999999998863e+00,6.951499999999999346e-01
7.221799999999998221e+00,5.213599999999996015e-01
7.282499999999998863e+00,4.248099999999999099e-01
7.227599999999998914e+00,6.862100000000004307e-01
7.203099999999999170e+00,1.012000000000000011e+00
7.889399999999998414e+00,1.486799999999999677e+00
9.013000000000001677e+00,1.506199999999999761e+00
1.068100000000000094e+01,1.602700000000000014e+00
1.195499999999999829e+01,1.757200000000000095e+00
1.324599999999999689e+01,2.038000000000000256e+00
1.438499999999999979e+01,2.375100000000000655e+00
1.620599999999999952e+01,2.568200000000000038e+00
1.772100000000000009e+01,2.915799999999999947e+00
1.905599999999999739e+01,2.973700000000000010e+00
2.053099999999999881e+01,3.330099999999999838e+00
2.062999999999999901e+01,3.417800000000000171e+00
1.948099999999999810e+01,3.128200000000000092e+00
2.051199999999999690e+01,3.417800000000000171e+00
2.230900000000000105e+01,3.621599999999999930e+00
2.519199999999999662e+01,4.221400000000000041e+00
